userId,directory_name,a1,a2,a3,a4,a5,a6,a7,e1,e2,e3,llm,no_llm
919b25a0-0071-7022-b6bb-2716eefd7953,user_919b25a0-0071-7022-b6bb-2716eefd7953,1.0,1.0,0.8545454545454545,0.9836065573770492,0.8923076923076924,0.9557522123893806,0.9504950495049505,0.805,1.075,0.88,0.9504761904761905,0.92
c1ab95b0-80d1-7047-e0fd-cf25383a25c1,user_c1ab95b0-80d1-7047-e0fd-cf25383a25c1,1.0,0.98,0.8545454545454545,0.8688524590163934,0.9076923076923077,0.9646017699115044,0.9702970297029703,0.77,1.04,0.8,0.940952380952381,0.87
e1ebc590-7061-70e7-0b53-19e34682613b,user_e1ebc590-7061-70e7-0b53-19e34682613b,1.0,1.0,0.9454545454545454,0.9672131147540983,1.0,1.0,0.9801980198019802,0.895,1.08,0.91,0.9866666666666667,0.9616666666666667
91bbe500-b011-7005-c471-0da2f8815108,user_91bbe500-b011-7005-c471-0da2f8815108,1.0,0.98,0.8727272727272727,0.9180327868852459,0.9076923076923077,0.9026548672566371,0.8910891089108911,0.835,1.045,0.87,0.92,0.9166666666666666
218ba540-4081-70eb-5d75-b3fa54f82268,user_218ba540-4081-70eb-5d75-b3fa54f82268,1.0,1.0,0.8727272727272727,0.9672131147540983,0.9076923076923077,0.9646017699115044,0.9603960396039604,0.84,1.005,0.79,0.9561904761904761,0.8783333333333333
31cb6500-d081-7067-9d22-37992452f2ad,user_31cb6500-d081-7067-9d22-37992452f2ad,1.0,1.0,0.8909090909090909,0.9344262295081968,0.9538461538461539,1.0,0.9702970297029703,0.945,1.01,0.95,0.9695238095238096,0.9683333333333334
911b1530-f081-70c6-8ba9-81ba9defa173,user_911b1530-f081-70c6-8ba9-81ba9defa173,1.0,1.0,1.0,0.9836065573770492,0.9846153846153847,0.9203539823008849,1.0,0.755,1.055,0.84,0.979047619047619,0.8833333333333333
21fb65c0-a0d1-7058-ae17-4b20090157aa,user_21fb65c0-a0d1-7058-ae17-4b20090157aa,1.0,0.93,0.8727272727272727,0.9180327868852459,0.8769230769230769,0.8672566371681416,0.8118811881188119,0.77,0.82,0.71,0.8838095238095238,0.7666666666666667
e18b45c0-20a1-7039-271f-10630ddc7b88,user_e18b45c0-20a1-7039-271f-10630ddc7b88,0.9666666666666667,0.87,0.8,0.9672131147540983,0.9538461538461539,0.8407079646017699,0.7821782178217822,0.5,0.88,0.77,0.8666666666666667,0.7166666666666667
21db15f0-b041-70c8-aec0-cd297c0b55ac,user_21db15f0-b041-70c8-aec0-cd297c0b55ac,1.0,0.94,0.7818181818181819,0.9180327868852459,0.9076923076923077,0.9557522123893806,1.0,0.715,1.035,0.87,0.9352380952380952,0.8733333333333333
91bbd550-f0a1-7047-142d-6aeab04713b1,user_91bbd550-f0a1-7047-142d-6aeab04713b1,1.0,1.0,0.9454545454545454,0.9672131147540983,0.9538461538461539,0.9026548672566371,1.0,0.875,1.04,0.87,0.9638095238095238,0.9283333333333333
c14bf560-2021-705a-7bb3-97ad9cbde502,user_c14bf560-2021-705a-7bb3-97ad9cbde502,1.0,0.99,0.9636363636363636,0.9836065573770492,1.0,0.9734513274336283,0.9702970297029703,0.725,1.035,0.71,0.9809523809523809,0.8233333333333334
c11b2520-70e1-70c8-4f5c-e637ca6a861c,user_c11b2520-70e1-70c8-4f5c-e637ca6a861c,1.0,0.96,0.8545454545454545,0.9180327868852459,0.9538461538461539,0.8672566371681416,1.0,0.775,1.01,0.91,0.9333333333333333,0.8983333333333333
d16ba510-9071-703c-6c73-2f57834ea988,user_d16ba510-9071-703c-6c73-2f57834ea988,1.0,0.98,0.9636363636363636,0.9672131147540983,1.0,1.0,1.0,0.92,1.06,0.88,0.9885714285714285,0.9533333333333334
913bd530-e0b1-7099-eb50-4b4cd8050f4a,user_913bd530-e0b1-7099-eb50-4b4cd8050f4a,1.0,1.0,0.9454545454545454,0.9508196721311475,0.9076923076923077,0.9469026548672567,0.9900990099009901,0.655,1.0,0.78,0.9638095238095238,0.8116666666666666
514b6590-9031-70f3-bdf0-6fb6ff753346,user_514b6590-9031-70f3-bdf0-6fb6ff753346,1.0,0.98,0.9454545454545454,0.9016393442622951,1.0,1.0,0.9504950495049505,0.925,0.99,0.8,0.9695238095238096,0.905
016b65a0-90b1-703c-a8e3-caf440f1860a,user_016b65a0-90b1-703c-a8e3-caf440f1860a,1.0,1.0,0.8727272727272727,0.9508196721311475,0.9846153846153847,1.0,0.9801980198019802,0.825,1.055,0.86,0.9752380952380952,0.9133333333333333
b19ba550-c0d1-706b-5b31-6f30f3eaa255,user_b19ba550-c0d1-706b-5b31-6f30f3eaa255,0.9666666666666667,0.99,0.9818181818181818,0.9672131147540983,0.9538461538461539,1.0,0.9702970297029703,0.755,1.05,0.9,0.979047619047619,0.9016666666666666
813b75b0-90b1-7068-9549-77eb9a62ffdc,user_813b75b0-90b1-7068-9549-77eb9a62ffdc,1.0,0.98,0.8727272727272727,0.9508196721311475,0.9846153846153847,1.0,0.9801980198019802,0.815,0.95,0.82,0.9714285714285714,0.8616666666666667
a1bbb550-8001-709c-3ebb-799cd4aa893f,user_a1bbb550-8001-709c-3ebb-799cd4aa893f,1.0,1.0,0.8909090909090909,0.9836065573770492,1.0,1.0,1.0,0.96,1.075,0.91,0.9866666666666667,0.9816666666666667
a15b55c0-6081-70cd-a61b-afbdaf0eff13,user_a15b55c0-6081-70cd-a61b-afbdaf0eff13,1.0,0.97,0.8181818181818182,0.9672131147540983,0.9846153846153847,1.0,1.0,0.86,1.04,0.92,0.9695238095238096,0.94
01eb0530-d011-70d4-70a6-3d8b36a0733f,user_01eb0530-d011-70d4-70a6-3d8b36a0733f,1.0,0.98,0.9090909090909091,0.9672131147540983,1.0,1.0,1.0,0.95,1.1,0.93,0.9828571428571429,0.9933333333333333
51abb5c0-8061-70ad-a2f4-55de1f7ca8e9,user_51abb5c0-8061-70ad-a2f4-55de1f7ca8e9,1.0,1.0,0.9818181818181818,0.9836065573770492,1.0,1.0,1.0,0.91,0.97,0.85,0.9961904761904762,0.91
21fb2560-d0c1-70cc-8456-cb80cc078b11,user_21fb2560-d0c1-70cc-8456-cb80cc078b11,1.0,0.98,0.9272727272727272,0.9836065573770492,1.0,1.0,1.0,0.93,1.025,0.95,0.9866666666666667,0.9683333333333334
a18b2540-90e1-70f8-deb6-fc59ae3297da,user_a18b2540-90e1-70f8-deb6-fc59ae3297da,1.0,0.98,0.7636363636363637,0.819672131147541,0.9692307692307692,1.0,1.0,0.865,0.815,0.71,0.9466666666666667,0.7966666666666666
71cbe580-90f1-7027-51c8-f471e501854b,user_71cbe580-90f1-7027-51c8-f471e501854b,1.0,0.98,0.9272727272727272,0.9016393442622951,0.9846153846153847,1.0,0.09900990099009901,0.88,1.055,0.0,0.8019047619047619,0.645
21bb9560-e091-7093-48ce-07076388c6c5,user_21bb9560-e091-7093-48ce-07076388c6c5,1.0,0.875,0.8909090909090909,0.9836065573770492,1.0,0.9557522123893806,1.0,0.685,0.83,0.7,0.9533333333333334,0.7383333333333333
f15b75b0-6011-7034-bf08-1dd66fe5cffa,user_f15b75b0-6011-7034-bf08-1dd66fe5cffa,1.0,1.0,0.9818181818181818,0.9836065573770492,0.9846153846153847,0.9911504424778761,0.9801980198019802,0.81,0.98,0.84,0.9885714285714285,0.8766666666666667
116b0520-f0b1-70d5-0575-61162dd862fd,user_116b0520-f0b1-70d5-0575-61162dd862fd,1.0,0.98,1.0,0.9836065573770492,0.9846153846153847,1.0,1.0,0.97,1.1,0.97,0.9923809523809524,1.0133333333333334
c1ab6550-a0a1-7068-381c-46a9e01d4df5,user_c1ab6550-a0a1-7068-381c-46a9e01d4df5,1.0,1.0,0.8363636363636363,1.0,1.0,1.0,0.9801980198019802,0.965,1.08,0.91,0.979047619047619,0.985
819b2520-80d1-7040-a2e8-a74594524790,user_819b2520-80d1-7040-a2e8-a74594524790,1.0,1.0,0.9454545454545454,0.9672131147540983,1.0,0.9734513274336283,0.9900990099009901,0.785,1.08,0.93,0.9828571428571429,0.9316666666666666
017bc500-50b1-70d6-f73f-a218553355df,user_017bc500-50b1-70d6-f73f-a218553355df,1.0,1.0,0.8181818181818182,0.9508196721311475,0.8615384615384616,0.8849557522123894,0.9702970297029703,0.775,0.92,0.67,0.9276190476190476,0.7883333333333333
e1cb8510-60e1-709a-53ce-18a04547e565,user_e1cb8510-60e1-709a-53ce-18a04547e565,1.0,0.98,0.7454545454545455,0.9508196721311475,1.0,1.0,1.0,0.715,1.04,0.84,0.9638095238095238,0.865
715bd5c0-80c1-7072-edf2-c0ee14a6b994,user_715bd5c0-80c1-7072-edf2-c0ee14a6b994,0.8666666666666667,1.0,0.7636363636363637,0.9180327868852459,0.9230769230769231,1.0,1.0,0.695,1.06,0.795,0.9485714285714286,0.85
91ab25a0-f051-70ce-9d29-ac0649a68c53,user_91ab25a0-f051-70ce-9d29-ac0649a68c53,0.9666666666666667,0.0,0.8454545454545455,0.5901639344262295,0.9692307692307692,0.9026548672566371,0.5792079207920792,0.645,0.94,0.7,0.638095238095238,0.7616666666666667
017b2510-b051-70e0-e277-0fa7d2d7ef83,user_017b2510-b051-70e0-e277-0fa7d2d7ef83,1.0,0.9,1.0,0.9836065573770492,1.0,1.0,0.9801980198019802,0.805,1.075,0.89,0.9752380952380952,0.9233333333333333
c17bf5d0-5091-70a9-0d1d-8fbc31f9c224,user_c17bf5d0-5091-70a9-0d1d-8fbc31f9c224,1.0,1.0,0.9636363636363636,0.9672131147540983,0.9846153846153847,0.9203539823008849,1.0,0.88,1.1,0.84,0.9733333333333334,0.94
51ebb5a0-6021-7085-ff7f-676d2ac635a3,user_51ebb5a0-6021-7085-ff7f-676d2ac635a3,1.0,0.98,0.8545454545454545,0.9836065573770492,0.9384615384615385,1.0,0.9702970297029703,0.65,0.91,0.75,0.9657142857142857,0.77
313b35f0-a0f1-70ff-7490-f9e5e8fea858,user_313b35f0-a0f1-70ff-7490-f9e5e8fea858,1.0,0.92,0.9818181818181818,0.9836065573770492,1.0,0.9734513274336283,0.9702970297029703,0.83,1.06,0.88,0.9695238095238096,0.9233333333333333
a15bd5a0-20b1-705d-cacd-efb43606a358,user_a15bd5a0-20b1-705d-cacd-efb43606a358,1.0,0.98,0.9636363636363636,0.9508196721311475,0.9846153846153847,1.0,0.9752475247524752,0.39,0.995,0.91,0.98,0.765
e12b2510-60e1-709a-9903-b758e497809a,user_e12b2510-60e1-709a-9903-b758e497809a,1.0,0.93,0.8181818181818182,0.6229508196721312,0.9230769230769231,0.9026548672566371,0.8910891089108911,0.645,0.75,0.57,0.8723809523809524,0.655
115ba5a0-f021-7098-63b7-6750e7705b72,user_115ba5a0-f021-7098-63b7-6750e7705b72,1.0,0.96,0.8545454545454545,0.9016393442622951,1.0,1.0,0.9702970297029703,0.69,0.985,0.67,0.96,0.7816666666666666
313b9520-e021-70f9-4924-88d88686726c,user_313b9520-e021-70f9-4924-88d88686726c,1.0,0.94,0.8727272727272727,0.9344262295081968,0.9384615384615385,0.9469026548672567,0.8811881188118812,0.695,0.8,0.69,0.9257142857142857,0.7283333333333334
016b15c0-a071-70a4-d6d6-0aae841b512a,user_016b15c0-a071-70a4-d6d6-0aae841b512a,1.0,1.0,0.9636363636363636,0.9508196721311475,1.0,1.0,0.9801980198019802,0.945,1.1,0.96,0.9866666666666667,1.0016666666666667
415b55a0-10a1-704e-fbb1-94f533c8040b,user_415b55a0-10a1-704e-fbb1-94f533c8040b,1.0,1.0,0.9818181818181818,0.9180327868852459,1.0,0.9823008849557522,0.9801980198019802,0.93,1.055,0.97,0.9809523809523809,0.985
011bd560-70e1-7036-62a9-3d29afd5179d,user_011bd560-70e1-7036-62a9-3d29afd5179d,1.0,0.97,0.8727272727272727,0.9836065573770492,0.9846153846153847,1.0,1.0,0.815,1.05,0.91,0.9771428571428571,0.925
